rname,raddress,roverall_raw,rfood_raw,rservice_raw,rvalue_raw,ratmo_raw,cname,mname,roverall,rfood,rservice,rvalue,ratmo
Bugatti's Ristorante,"18740 Willamette Dr, Suite A, West Linn, OR 97068-1719",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Spiedini,80,80,80,80,80
Kowloon Restaurant,"2686 NE Diamond Lake Blvd, Roseburg, OR 97470-3647",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,Chinese Roasted Pork Sandwiches,80,80,80,80,70
Callahan's Mountain Lodge,"7100 Old Highway 99 S, Ashland, OR 97520-8747",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,,80,80,90,80,90
Oswego Grill,"7 Centerpointe Dr, Lake Oswego, OR 97035-8601",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Bleu Cheese Fries,90,90,90,80,90
Salud Restaurant and Brewery,"537 SE Jackson St, Roseburg, OR 97470-3946",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Fusion,,80,80,90,80,70
China Gorge Restaurant,"2680 Old Columbia River Dr, Hood River, OR 97031-9523",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,ui_bubble_rating bubble_35,,Pot Stickers (6),80,90,90,#VALUE!,70
Rivershore Bar & Grill,"1900 Clackamette Dr, Oregon City, OR 97045-1052",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Biscuits and Gravy*,80,80,80,80,80
Stone Cliff Inn,"17900 S Clackamas River Dr, Hwy 224, Oregon City, OR 97045-8488",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Coconut Prawns,80,80,80,80,90
New Hing's Restaurant,"517 Main St, Oregon City, OR 97045-1810",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_30,,BBQ Pork,80,80,80,80,60
Mazatlan Mexican Restaurant,"1302 S Highway 97, Redmond, OR 97756-9575",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Quesadilla Asada,90,80,90,80,90
Linn City Pub,"19389 Willamette Dr, West Linn, OR 97068-2000",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Seasonal Draft Selection,80,80,90,80,80
Seventh Street Brew House,"855 SW 7th St, Redmond, OR 97756-3106",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Horeshoe pits,80,80,80,80,80
Celilo Restaurant and Bar,"16 Oak St, Hood River, OR 97031-2310",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Pork Sugo,90,90,90,80,90
Original Pancake House,"8601 SW 24th Ave, Portland, OR 97219-4034",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Vegetarian Friendly,,80,90,80,80,70
Ginza Japanese Restaurant,"2218 Santiam Hwy SE, Albany, OR 97322-5205",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,null,Asian,,90,90,80,80,#VALUE!
Shanti's Indian Cuisine,"780 NW Garden Valley Blvd, Roseburg, OR 97471-1955",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,Chicken Pakoras,80,80,80,80,70
Pho House,"1604 S Highway 97, Suite 9, Redmond, OR 97756-8420",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Madaline's Tableside Guacamole Fresco,90,90,90,80,80
Three River's Grill,"601 Oak St, Hood River, OR 97031-1811",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,Gluten Free Options,,80,80,80,80,90
Beasys On The Creek,"51 Water St Ste 333, Ashland, OR 97520-1841",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Ravioli with Lobster and Lemon Cream,80,80,80,80,90
Casey's Restaurant,"326 NW Garden Valley Blvd, Roseburg, OR 97470-5107",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,American,,80,80,90,80,70
Saw Tooth Roadhouse,"4780 Highway 35, Hood River, OR 97031-8416",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,ui_bubble_rating bubble_35,,"HAPPY HOUR 6"" Pizzas",90,90,90,#VALUE!,70
Callahan's Mountain Lodge,"7100 Old Highway 99 S, Ashland, OR 97520-8747",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,American,,80,80,90,80,90
Brick & Mortar Cafe,"222 1st Ave SW, Suite 4, Albany, OR 97321-2285",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,null,Vegetarian Friendly,,90,90,90,80,#VALUE!
New York City Sub Shop,"946 SE Veterans Way, Redmond, OR 97756",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,null,,https://nycsubshop.kulacart.site/pickup,90,90,80,80,#VALUE!
Bugatti's Ristorante,"18740 Willamette Dr, Suite A, West Linn, OR 97068-1719",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Italian,,80,80,80,80,80
China Gorge Restaurant,"2680 Old Columbia River Dr, Hood River, OR 97031-9523",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,ui_bubble_rating bubble_35,Chinese,,80,90,90,#VALUE!,70
Tucci Ristorante,"220 A Ave, Ste 108, Lake Oswego, OR 97034-3195",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,"granchio bruschetta aioli, avocado, dungeness crab, tobiko caviar",90,90,90,80,90
A Cena Ristorante y Enoteca,"7742 SE 13th Ave, Portland, OR 97202-6348",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,ui_bubble_rating bubble_45,,Romano,90,90,90,#VALUE!,90
Sam City Fusion,"2180 Pacific Blvd SE, Albany, OR 97321-5271",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Appetizer Pho,80,80,80,80,80
Weinhard Grill,"812 Main St, Oregon City, OR 97045-1817",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,null,,,80,80,80,80,#VALUE!
Calapooia Brewing Company,"140 NE Hill St, Albany, OR 97321-3002",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Chili Burger,80,80,80,80,80
Charley's BBQ,"812 W Harvard Ave, Roseburg, OR 97471-2960",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,American,,80,90,80,80,70
Super Torta,"710 Washington St, Oregon City, OR 97045-1943",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,ui_bubble_rating bubble_30,,Dinner Plate,90,90,90,#VALUE!,60
Tacho's Mexican Restaurant,"515 Molalla Ave, Oregon City, OR 97045-2635",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Mexican,,80,80,70,80,80
five-0-three restaurant & bar,"21900 Willamette Dr, West Linn, OR 97068-3280",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,steamed manila clams,80,80,90,80,80
Novak's Hungarian Restaurant,"208 2nd Ave SW, Albany, OR 97321-2233",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,The Coalminer,90,90,90,80,80
Loggers Tap House,"2060 NW Stewart Pkwy, Roseburg, OR 97471-1647",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,,80,80,80,80,70
Nicoletta's Table,"333 S State St, Suite M, Lake Oswego, OR 97034-3932",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,null,,,90,90,90,80,#VALUE!
Sauce,"1640 Ashland St, Ashland, OR 97520-2327",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_30,Gluten Free Options,,90,80,70,80,60
Tavern on Kruse,"4835 Meadows Rd Ste 133, Lake Oswego, OR 97035-2624",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,null,,Tavern Ceviche,80,80,80,80,#VALUE!
La Provence,"16350 Boones Ferry Rd, Lake Oswego, OR 97035-4262",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,French,,90,90,90,80,90
Bluebird Pizza,"1612 NW Keasey St, Roseburg, OR 97471-1886",5,null,null,null,null,Pizza,,100,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Denny's,"3435 Spicer Dr SE, Albany, OR 97322-7039",4,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,null,null,,New! Desert Blush,80,70,70,#VALUE!,#VALUE!
Gubanc's,"16008 Boones Ferry Rd, Lake Oswego, OR 97035-4304",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Tempura Prawns,90,80,90,80,80
House of Noodle,"2025 Santiam Hwy SE, Albany, OR 97322-4930",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,Dynamite Wings,80,80,80,80,70
Tucci Ristorante,"220 A Ave, Ste 108, Lake Oswego, OR 97034-3195",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,polpette meatballs in pomodoro,90,90,90,80,90
The Highland Stillhouse Pub,"201 S 2nd St, Oregon City, OR 97045-2905",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Deep Fried Soft Pretzels,80,90,80,80,90
Vault 244 Bistro,"244 1st Ave W, Albany, OR 97321-2224",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Crispy Squash Blossoms,90,90,90,80,90
Umami Sushi & Asian Cuisine,"62 E Main St, Ashland, OR 97520-1814",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Tofu and Shitake Dumplings,80,90,90,80,80
China Gorge Restaurant,"2680 Old Columbia River Dr, Hood River, OR 97031-9523",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,ui_bubble_rating bubble_35,Vegetarian Friendly,,80,90,90,#VALUE!,70
Loafers Station,"222 Washington St SW, Albany, OR 97321-2217",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,American,,90,90,90,80,90
Tavern on Kruse,"4835 Meadows Rd Ste 133, Lake Oswego, OR 97035-2624",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,null,,Wine Board,80,80,80,80,#VALUE!
Beasys On The Creek,"51 Water St Ste 333, Ashland, OR 97520-1841",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Bruschetta with Extra Virgin Olive Oil and Garlic,80,80,80,80,90
Bugatti's Oregon City,"334 Warner Milne Rd, Oregon City, OR 97045-4046",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Tapenade,80,80,90,80,80
Calapooia Brewing Company,"140 NE Hill St, Albany, OR 97321-3002",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Godzilla Burger,80,80,80,80,80
Three River's Grill,"601 Oak St, Hood River, OR 97031-1811",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,American,,80,80,80,80,90
Dino's Ristorante Italiano,"404 SE Jackson St, Roseburg, OR 97470-4922",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Pizzette,90,90,90,80,80
Seasons & Regions Seafood Grill,"6660 SW Capitol Hwy, Portland, OR 97219-1915",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Cajun Chicken & Oyster Gumbo,90,90,90,80,80
Simon's at the Columbia Gorge Hotel,"4000 Westcliff Dr, Hood River, OR 97031-8711",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Fig and Prosciutto Flatbread,80,80,80,80,90
Brickhouse Restaurant,"412 SW 6th St, Redmond, OR 97756-2203",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Zucchini Tempura,80,80,90,80,80
Bugatti's Oregon City,"334 Warner Milne Rd, Oregon City, OR 97045-4046",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,American,,80,80,90,80,80
A Cena Ristorante y Enoteca,"7742 SE 13th Ave, Portland, OR 97202-6348",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,ui_bubble_rating bubble_45,,Casa,90,90,90,#VALUE!,90
Bugatti's Oregon City,"334 Warner Milne Rd, Oregon City, OR 97045-4046",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Crostini,80,80,90,80,80
First Burger,"210 1st Ave W, Albany, OR 97321-2224",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Bacon Guacamole,90,90,90,80,80
Casey's Restaurant,"326 NW Garden Valley Blvd, Roseburg, OR 97470-5107",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,,80,80,90,80,70
Solstice Wood Fire Cafe & Bar,"501 Portway Ave, Hood River, OR 97031-1284",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,American,,90,90,90,80,90
Blac-N-Bleu Bistro,"1700 NW Garden Valley Blvd, Ste 101, Roseburg, OR 97471-1636",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Vegetarian Friendly,,80,80,80,80,70
Umami Sushi & Asian Cuisine,"62 E Main St, Ashland, OR 97520-1814",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Sushi,,80,90,90,80,80
Bugatti's Ristorante,"18740 Willamette Dr, Suite A, West Linn, OR 97068-1719",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Gluten Free Options,,80,80,80,80,80
Simon's at the Columbia Gorge Hotel,"4000 Westcliff Dr, Hood River, OR 97031-8711",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Sweet Potato Skins,80,80,80,80,90
Los Tequila,"2525 Santiam Hwy SE, Albany, OR 97322-5212",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Vegetarian Friendly,,90,90,90,80,80
Rodeo Steakhouse & Grill,"1200 NW Garden Valley Blvd, Roseburg, OR 97471-1925",3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,American,,70,70,80,80,70
Riccardo's,"16035 Boones Ferry Rd, Lake Oswego, OR 97035-4303",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Insalata di Spinaci,90,90,90,80,90
Beasys On The Creek,"51 Water St Ste 333, Ashland, OR 97520-1841",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Insalata Caprese Sliced Tomatoes with Fresh Mozzarella and Basil,80,80,80,80,90
The Verdict Bar And Grill,"110 8th St, Oregon City, OR 97045-1806",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,null,,Bacon Wrapped Shrimp,80,80,80,80,#VALUE!
Linn City Pub,"19389 Willamette Dr, West Linn, OR 97068-2000",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Guest Tap,80,80,90,80,80
Mazatlan Mexican Restaurant,"1302 S Highway 97, Redmond, OR 97756-9575",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Fiesta Platter,90,80,90,80,90
Simon's at the Columbia Gorge Hotel,"4000 Westcliff Dr, Hood River, OR 97031-8711",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Pacific Rim Calamari,80,80,80,80,90
Crazy Pepper,"103 4th St, Hood River, OR 97031-2072",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Pachauuga Sampler Platter,80,80,90,80,80
Tacho's Mexican Restaurant,"515 Molalla Ave, Oregon City, OR 97045-2635",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,1 Chimichanga with Guacamole and Sour Cream,80,80,70,80,80
Seventh Street Brew House,"855 SW 7th St, Redmond, OR 97756-3106",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Taco Wednesday,80,80,80,80,80
Hola,"514 NW Greenwood Ave, Redmond, OR 97756-1570",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Mexican,,90,80,90,80,70
Mitzil Mexican Bakery & Deli,"212 Molalla Ave, Oregon City, OR 97045-2687",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Mexican,,80,90,80,80,70
Stanford's Restaurant and Bar,"14801 Kruse Oaks Blvd, Lake Oswego, OR 97035-8600",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Buffalo Chicken Wings,80,80,80,80,80
Riverside Restaurant,"1108 E Marina Way, Best Western Plus Hood River Inn, Hood River, OR 97031-2378",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,VEGETABLE QUICHE,90,90,90,80,90
Manzana Rotisserie Grill,"305 1st St, Lake Oswego, OR 97034-3101",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Fire Roasted Fresh Artichoke,80,80,80,80,80
McMenamins Roseburg Station Pub & Brewery,"700 SE Sheridan St, Roseburg, OR 97470-3470",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,,80,80,80,80,90
One Street Down Cafe,"124 SW 7th St, Redmond, OR 97756-2110",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Man Scramble,90,90,90,80,90
Full Sail Brewing Co,"506 Columbia St, Hood River, OR 97031-2000",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Artichoke Dip,80,80,80,80,90
Don Pepe's,"705 Main St, Oregon City, OR 97045-1814",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,null,,,90,80,90,80,#VALUE!
Lake Theater & Cafe,"106 N State St, 106 N State St, 97034, Lake Oswego, Clackamas County, Oregon, Lake Oswego, OR 97034",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,null,American,,90,80,80,80,#VALUE!
Diego's Spirited Kitchen,"447 SW 6th St, Redmond, OR 97756-2204",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Creole Barbecue Shrimp,90,90,90,80,80
Nebbiolo Restaurant & Wine Bar,"800 Main St, Oregon City, OR 97045-1817",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,International,,90,90,90,80,90
Babica Hen Cafe,"15964 Boones Ferry Rd, Lake Oswego, OR 97035-4361",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Healthy,,90,90,90,80,80
Chart House,"5700 SW Terwilliger, Portland, OR 97239",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Coconut Crunchy Shrimp,80,80,90,80,90
La Provence,"16350 Boones Ferry Rd, Lake Oswego, OR 97035-4262",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,Vegetarian Friendly,,90,90,90,80,90
The Subterranean,"113 3rd St, Hood River, OR 97031-2009",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Italian,,80,90,80,80,70
Muchas Gracis,"2697 Pacific Blvd SE, Albany, OR 97321-5074",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,null,,,90,90,90,#VALUE!,#VALUE!
Mi Cielo Mexican Restaurant,"950 SW Veterans Way Ste 102, Redmond, OR 97756-2553",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Dos Equis Lager Especial,90,90,90,80,80
Carino's Italian,"1825 14th Ave SE, Albany, OR 97322-8502",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,Johnny's 15 Minute Wings,80,80,80,80,70
Redland Cafe,"18305 S Redland Rd, Oregon City, OR 97045-8063",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,null,American,,80,90,80,80,#VALUE!
Nebbiolo Restaurant & Wine Bar,"800 Main St, Oregon City, OR 97045-1817",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Formaggi,90,90,90,80,90
